Fecha_Registro,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,Punto de rocío
12-febrero-2025,21:45,Despejado,19°,11 km/h,30%,1024 hPa,1°
12-febrero-2025,23:49,Nubes dispersas,17°,En calma,39%,1025 hPa,3°
13-febrero-2025,04:42,Despejado,12°,6 km/h,50%,1025 hPa,2°
13-febrero-2025,04:45,Despejado,11°,6 km/h,58%,1025 hPa,3°
13-febrero-2025,05:45,Despejado,10°,6 km/h,62%,1026 hPa,3°
13-febrero-2025,06:45,Despejado,8°,7 km/h,71%,1027 hPa,3°
13-febrero-2025,07:51,Despejado,13°,En calma,51%,1027 hPa,3°
13-febrero-2025,09:51,Neblina,19°,11 km/h,37%,1029 hPa,4°
13-febrero-2025,10:47,Neblina,20°,7 km/h,32%,1029 hPa,3°
13-febrero-2025,12:21,Neblina,23°,15 km/h,22%,1027 hPa,0°
13-febrero-2025,12:45,Neblina,24°,19 km/h,22%,1027 hPa,1°
13-febrero-2025,14:28,Neblina,25°,22 km/h,22%,1025 hPa,2°
13-febrero-2025,14:50,Neblina,25°,15 km/h,22%,1025 hPa,2°
13-febrero-2025,15:45,Neblina,25°,6 km/h,21%,1024 hPa,1°
13-febrero-2025,16:45,Neblina,25°,15 km/h,21%,1024 hPa,1°
13-febrero-2025,17:20,Lluvia ligera,23°,26 km/h,27%,1025 hPa,3°
13-febrero-2025,17:51,Lluvia ligera,21°,22 km/h,38%,1025 hPa,6°
13-febrero-2025,17:52,Lluvia ligera,20°,26 km/h,40%,1025 hPa,6°
13-febrero-2025,18:02,Lluvia,19°,28 km/h,46%,1026 hPa,7°
13-febrero-2025,18:13,Tormenta,18°,22 > 41 km/h,49%,1026 hPa,7°
13-febrero-2025,18:18,Tormenta,18°,22 > 41 km/h,45%,1026 hPa,6°
13-febrero-2025,18:30,Neblina,18°,26 km/h,45%,1026 hPa,6°
13-febrero-2025,18:40,Neblina,18°,22 km/h,45%,1027 hPa,6°
13-febrero-2025,18:45,Neblina,18°,15 km/h,49%,1027 hPa,7°
13-febrero-2025,19:24,Tormenta,18°,30 km/h,42%,1028 hPa,5°
13-febrero-2025,19:45,Neblina,17°,37 km/h,55%,1028 hPa,8°
13-febrero-2025,19:50,Neblina,16°,28 km/h,63%,1028 hPa,9°
13-febrero-2025,21:46,Neblina,16°,13 km/h,55%,1030 hPa,7°
13-febrero-2025,22:45,Neblina,16°,6 km/h,59%,1031 hPa,8°
13-febrero-2025,23:45,Neblina,15°,11 km/h,63%,1031 hPa,8°
14-febrero-2025,02:45,Neblina,14°,13 km/h,67%,1030 hPa,8°
14-febrero-2025,05:45,Neblina,13°,7 km/h,72%,1030 hPa,8°
14-febrero-2025,06:45,Neblina,12°,7 km/h,76%,1030 hPa,8°
14-febrero-2025,07:45,Neblina,12°,7 km/h,76%,1031 hPa,8°
14-febrero-2025,08:46,Neblina,13°,4 km/h,72%,1032 hPa,8°
14-febrero-2025,10:25,Tormenta de polvo,18°,6 km/h,52%,1031 hPa,8°
14-febrero-2025,11:38,Tormenta de polvo,20°,6 km/h,43%,1031 hPa,7°
14-febrero-2025,12:23,Tormenta de polvo,22°,7 km/h,35%,1030 hPa,6°
14-febrero-2025,12:45,Tormenta de polvo,23°,7 km/h,31%,1029 hPa,5°
14-febrero-2025,16:45,Neblina,24°,15 km/h,27%,1025 hPa,4°
14-febrero-2025,17:48,Neblina,22°,15 km/h,35%,1025 hPa,6°
14-febrero-2025,17:50,Neblina,22°,15 km/h,35%,1025 hPa,6°
14-febrero-2025,17:53,Neblina,23°,9 km/h,31%,1022 hPa,5°
14-febrero-2025,18:45,Neblina,21°,28 km/h,35%,1026 hPa,5°
14-febrero-2025,19:50,Neblina,20°,11 km/h,40%,1027 hPa,6°
14-febrero-2025,20:45,Neblina,20°,9 km/h,40%,1028 hPa,6°
14-febrero-2025,22:45,Neblina,19°,9 km/h,40%,1029 hPa,5°
14-febrero-2025,23:47,Neblina,18°,9 km/h,42%,1029 hPa,5°
15-febrero-2025,01:47,Neblina,17°,6 km/h,48%,1028 hPa,6°
15-febrero-2025,04:47,Neblina,15°,9 km/h,59%,1027 hPa,7°
15-febrero-2025,05:48,Neblina,14°,7 km/h,63%,1027 hPa,7°
15-febrero-2025,07:50,Neblina,15°,7 km/h,59%,1028 hPa,7°
15-febrero-2025,10:52,Neblina,20°,7 km/h,40%,1028 hPa,6°
15-febrero-2025,11:51,Neblina,22°,7 km/h,33%,1027 hPa,5°
15-febrero-2025,12:00,Neblina,22°,7 km/h,33%,1027 hPa,5°
15-febrero-2025,12:49,Neblina,23°,7 km/h,29%,1026 hPa,4°
15-febrero-2025,13:51,Neblina,24°,9 km/h,25%,1024 hPa,3°
15-febrero-2025,14:47,Neblina,25°,9 km/h,26%,1023 hPa,4°
15-febrero-2025,15:48,Neblina,25°,9 km/h,24%,1022 hPa,3°
15-febrero-2025,16:45,Neblina,24°,6 km/h,25%,1022 hPa,3°
15-febrero-2025,17:45,Neblina,20°,33 km/h,46%,1023 hPa,8°
15-febrero-2025,17:53,Neblina,23°,9 km/h,31%,1022 hPa,5°
15-febrero-2025,18:33,Lluvia ligera,22°,9 km/h,41%,1023 hPa,8°
15-febrero-2025,18:56,Neblina,21°,19 km/h,43%,1023 hPa,8°
15-febrero-2025,19:45,Neblina,20°,26 km/h,46%,1024 hPa,8°
15-febrero-2025,20:45,Neblina,20°,13 km/h,43%,1025 hPa,7°
15-febrero-2025,21:45,Neblina,19°,7 km/h,43%,1026 hPa,6°
16-febrero-2025,05:45,Neblina,12°,En calma,62%,1025 hPa,5°
16-febrero-2025,06:45,Neblina,12°,4 km/h,62%,1026 hPa,5°
16-febrero-2025,07:46,Mayormente cubierto,12°,7 km/h,67%,1027 hPa,6°
16-febrero-2025,08:45,Neblina,16°,7 km/h,48%,1028 hPa,5°
16-febrero-2025,09:48,Neblina,18°,7 km/h,39%,1028 hPa,4°
16-febrero-2025,10:45,Neblina,19°,13 km/h,32%,1028 hPa,2°
16-febrero-2025,11:00,Neblina,21°,11 km/h,28%,1028 hPa,2°
16-febrero-2025,12:55,Neblina,23°,13 km/h,23%,1025 hPa,1°
16-febrero-2025,13:56,Neblina,24°,11 km/h,22%,1024 hPa,1°
16-febrero-2025,14:45,Neblina,23°,6 km/h,23%,1023 hPa,1°
16-febrero-2025,15:50,Neblina,23°,9 km/h,25%,1023 hPa,2°
16-febrero-2025,16:45,Neblina,22°,9 km/h,25%,1022 hPa,1°
16-febrero-2025,17:26,Neblina,21°,19 > 37 km/h,40%,1023 hPa,7°
16-febrero-2025,17:45,Neblina,20°,33 km/h,46%,1023 hPa,8°
16-febrero-2025,18:20,Neblina,18°,37 km/h,52%,1024 hPa,8°
16-febrero-2025,18:50,Neblina,17°,30 km/h,55%,1025 hPa,8°
16-febrero-2025,20:45,Neblina,16°,19 km/h,55%,1028 hPa,7°
16-febrero-2025,21:45,Neblina,15°,11 km/h,59%,1028 hPa,7°
16-febrero-2025,22:47,Neblina,14°,15 km/h,63%,1029 hPa,7°
16-febrero-2025,23:47,Neblina,14°,7 km/h,63%,1029 hPa,7°
17-febrero-2025,00:50,Neblina,13°,11 km/h,67%,1029 hPa,7°
17-febrero-2025,01:44,Neblina,13°,11 km/h,67%,1028 hPa,7°
17-febrero-2025,02:49,Neblina,13°,11 km/h,67%,1028 hPa,7°
17-febrero-2025,03:46,Neblina,12°,En calma,71%,1027 hPa,7°
17-febrero-2025,04:47,Neblina,11°,7 km/h,76%,1027 hPa,7°
17-febrero-2025,05:49,Neblina,10°,7 km/h,76%,1027 hPa,6°
17-febrero-2025,06:46,Neblina,10°,6 km/h,82%,1028 hPa,7°
17-febrero-2025,07:50,Neblina,12°,7 km/h,76%,1029 hPa,8°
17-febrero-2025,08:48,Neblina,14°,7 km/h,67%,1030 hPa,8°
17-febrero-2025,09:57,Neblina,16°,En calma,59%,1030 hPa,8°
17-febrero-2025,10:51,Neblina,18°,11 km/h,49%,1030 hPa,7°
17-febrero-2025,10:55,Neblina,19°,7 km/h,49%,1029 hPa,8°
17-febrero-2025,11:47,Neblina,20°,11 km/h,43%,1028 hPa,7°
17-febrero-2025,12:45,Neblina,21°,11 km/h,35%,1027 hPa,5°
17-febrero-2025,13:52,Neblina,22°,11 km/h,31%,1026 hPa,4°
17-febrero-2025,14:11,Neblina,24°,11 km/h,27%,1025 hPa,4°
17-febrero-2025,14:45,Neblina,24°,7 km/h,27%,1024 hPa,4°
17-febrero-2025,15:45,Neblina,24°,15 km/h,25%,1023 hPa,3°
17-febrero-2025,16:42,Lluvia prÃ³xima,23°,32 km/h,31%,1023 hPa,5°
17-febrero-2025,16:45,Lluvia prÃ³xima,23°,26 km/h,33%,1023 hPa,6°
17-febrero-2025,17:45,Lluvia prÃ³xima,22°,22 km/h,35%,1023 hPa,6°
17-febrero-2025,17:54,Neblina,17°,19 km/h,55%,1025 hPa,8°
17-febrero-2025,18:45,Lluvia prÃ³xima,21°,15 km/h,38%,1024 hPa,6°
17-febrero-2025,20:45,Neblina,20°,7 km/h,46%,1026 hPa,8°
17-febrero-2025,21:14,Neblina,20°,19 km/h,40%,1027 hPa,6°
17-febrero-2025,21:36,Neblina,18°,28 km/h,45%,1027 hPa,6°
17-febrero-2025,22:45,Neblina,17°,19 km/h,48%,1028 hPa,6°
18-febrero-2025,00:45,Cielo cubierto,16°,9 km/h,55%,1028 hPa,7°
18-febrero-2025,05:46,Neblina,13°,6 km/h,62%,1026 hPa,6°
18-febrero-2025,07:46,Neblina,15°,6 km/h,59%,1027 hPa,7°
18-febrero-2025,08:47,Neblina,16°,En calma,55%,1027 hPa,7°
18-febrero-2025,09:21,Neblina,18°,7 km/h,49%,1028 hPa,7°
18-febrero-2025,09:48,Neblina,19°,6 km/h,43%,1028 hPa,6°
18-febrero-2025,11:41,Neblina,22°,7 km/h,33%,1027 hPa,5°
18-febrero-2025,11:45,Neblina,23°,En calma,31%,1027 hPa,5°
18-febrero-2025,12:46,Neblina,23°,7 km/h,29%,1025 hPa,4°
18-febrero-2025,13:46,Neblina,24°,9 km/h,27%,1023 hPa,4°
18-febrero-2025,14:51,Neblina,23°,En calma,27%,1022 hPa,3°
18-febrero-2025,15:36,Neblina,22°,19 km/h,33%,1023 hPa,5°
18-febrero-2025,15:45,Lluvia ligera,22°,19 km/h,35%,1023 hPa,6°
18-febrero-2025,16:10,Neblina,20°,22 km/h,37%,1023 hPa,5°
18-febrero-2025,16:36,Neblina,20°,22 km/h,35%,1023 hPa,4°
18-febrero-2025,16:51,Neblina,20°,19 km/h,37%,1023 hPa,5°
18-febrero-2025,17:15,Neblina,18°,26 km/h,49%,1023 hPa,7°
18-febrero-2025,17:47,Neblina,15°,7 km/h,55%,1027 hPa,6°
18-febrero-2025,17:54,Neblina,17°,19 km/h,55%,1025 hPa,8°
18-febrero-2025,18:51,Neblina,16°,22 km/h,59%,1026 hPa,8°
18-febrero-2025,19:48,Neblina,16°,19 km/h,51%,1026 hPa,6°
18-febrero-2025,20:49,Neblina,15°,15 km/h,55%,1027 hPa,6°
18-febrero-2025,21:47,Neblina,15°,11 km/h,63%,1028 hPa,8°
18-febrero-2025,22:45,Neblina,15°,7 km/h,55%,1028 hPa,6°
18-febrero-2025,23:48,Neblina,15°,11 km/h,55%,1029 hPa,6°
19-febrero-2025,01:48,Neblina,13°,9 km/h,67%,1028 hPa,7°
19-febrero-2025,02:45,Neblina,13°,6 km/h,67%,1028 hPa,7°
19-febrero-2025,05:49,Neblina,12°,7 km/h,82%,1027 hPa,9°
19-febrero-2025,06:49,Neblina,12°,7 km/h,76%,1028 hPa,8°
19-febrero-2025,08:48,Neblina,14°,6 km/h,67%,1029 hPa,8°
19-febrero-2025,09:15,Lluvia ligera,15°,17 km/h,63%,1030 hPa,8°
19-febrero-2025,09:47,Lluvia ligera,14°,9 km/h,67%,1030 hPa,8°
19-febrero-2025,10:48,Lluvia ligera,14°,9 km/h,63%,1031 hPa,7°
19-febrero-2025,11:43,Neblina,14°,13 km/h,63%,1030 hPa,7°
19-febrero-2025,11:51,Neblina,14°,13 km/h,67%,1030 hPa,8°
19-febrero-2025,12:34,Lluvia ligera,13°,11 km/h,67%,1030 hPa,7°
19-febrero-2025,13:48,Lluvia ligera,13°,6 km/h,62%,1029 hPa,6°
19-febrero-2025,14:55,Neblina,15°,7 km/h,55%,1028 hPa,6°
19-febrero-2025,14:56,Neblina,15°,En calma,55%,1028 hPa,6°
19-febrero-2025,16:52,Neblina,16°,En calma,55%,1027 hPa,7°
19-febrero-2025,17:45,Neblina,22°,19 km/h,33%,1024 hPa,5°
19-febrero-2025,17:47,Neblina,15°,7 km/h,55%,1027 hPa,6°
19-febrero-2025,18:47,Neblina,15°,7 km/h,55%,1027 hPa,6°
19-febrero-2025,19:52,Neblina,14°,7 km/h,58%,1027 hPa,6°
19-febrero-2025,20:50,Neblina,14°,7 km/h,58%,1028 hPa,6°
20-febrero-2025,00:10,Neblina,12°,9 km/h,67%,1028 hPa,6°
20-febrero-2025,02:45,Neblina,12°,6 km/h,71%,1027 hPa,7°
20-febrero-2025,05:53,Neblina,10°,4 km/h,82%,1027 hPa,7°
20-febrero-2025,10:20,Neblina,18°,15 km/h,49%,1029 hPa,7°
20-febrero-2025,10:46,Neblina,19°,19 km/h,46%,1029 hPa,7°
20-febrero-2025,11:56,Neblina,20°,13 km/h,43%,1028 hPa,7°
20-febrero-2025,12:51,Neblina,21°,19 km/h,38%,1027 hPa,6°
20-febrero-2025,13:49,Neblina,22°,11 km/h,38%,1026 hPa,7°
20-febrero-2025,14:45,Neblina,22°,13 km/h,38%,1025 hPa,7°
20-febrero-2025,15:45,Neblina,22°,26 km/h,35%,1024 hPa,6°
20-febrero-2025,17:45,Neblina,22°,19 km/h,33%,1024 hPa,5°
20-febrero-2025,18:24,Neblina,20°,19 km/h,37%,1024 hPa,5°
20-febrero-2025,18:27,Tormenta,20°,19 km/h,43%,1024 hPa,7°
20-febrero-2025,18:33,Tormenta,18°,19 km/h,56%,1025 hPa,9°
20-febrero-2025,18:50,Tormenta,18°,9 km/h,56%,1025 hPa,9°
20-febrero-2025,19:06,Tormenta,18°,19 km/h,52%,1025 hPa,8°
20-febrero-2025,19:35,Lluvia ligera,18°,13 km/h,56%,1026 hPa,9°
20-febrero-2025,19:46,Neblina,18°,9 km/h,56%,1026 hPa,9°
20-febrero-2025,19:50,Neblina,18°,13 km/h,52%,1026 hPa,8°
20-febrero-2025,20:45,Neblina,18°,9 km/h,52%,1027 hPa,8°
20-febrero-2025,21:25,Neblina,16°,20 km/h,63%,1027 hPa,9°
20-febrero-2025,21:45,Neblina,16°,13 km/h,63%,1027 hPa,9°
20-febrero-2025,22:45,Neblina,16°,19 km/h,59%,1027 hPa,8°
20-febrero-2025,23:47,Neblina,15°,7 km/h,63%,1028 hPa,8°
21-febrero-2025,01:45,Neblina,15°,7 km/h,63%,1028 hPa,8°
21-febrero-2025,02:47,Neblina,13°,7 km/h,82%,1027 hPa,10°
21-febrero-2025,02:49,Neblina,13°,9 km/h,82%,1027 hPa,10°
21-febrero-2025,05:51,Neblina,12°,En calma,82%,1028 hPa,9°
21-febrero-2025,07:45,Neblina,14°,7 km/h,72%,1030 hPa,9°
21-febrero-2025,08:47,Neblina,16°,7 km/h,63%,1031 hPa,9°
21-febrero-2025,11:39,Neblina,21°,9 km/h,43%,1030 hPa,8°
21-febrero-2025,14:28,Lluvia prÃ³xima,21°,19 km/h,38%,1027 hPa,6°
21-febrero-2025,14:34,Tormenta,21°,11 km/h,38%,1027 hPa,6°
21-febrero-2025,14:41,Tormenta,20°,30 km/h,46%,1027 hPa,8°
21-febrero-2025,14:43,Tormenta,20°,28 km/h,49%,1027 hPa,9°
21-febrero-2025,14:45,Tormenta,19°,28 km/h,56%,1027 hPa,10°
21-febrero-2025,14:51,Tormenta,17°,37 km/h,55%,1027 hPa,8°
21-febrero-2025,14:57,Tormenta,16°,26 > 44 km/h,59%,1027 hPa,8°
21-febrero-2025,15:08,Tormenta,17°,22 km/h,52%,1027 hPa,7°
21-febrero-2025,15:15,Neblina,19°,15 km/h,40%,1027 hPa,5°
21-febrero-2025,15:32,Neblina,19°,11 km/h,46%,1026 hPa,7°
21-febrero-2025,15:50,Neblina,20°,11 km/h,49%,1026 hPa,9°
21-febrero-2025,16:45,Neblina,20°,13 km/h,46%,1026 hPa,8°
21-febrero-2025,17:27,Neblina,18°,37 km/h,52%,1027 hPa,8°
21-febrero-2025,17:45,Neblina,21°,11 km/h,35%,1027 hPa,5°
21-febrero-2025,17:50,Neblina,17°,33 km/h,55%,1027 hPa,8°
21-febrero-2025,18:46,Neblina,17°,15 km/h,52%,1028 hPa,7°
21-febrero-2025,19:50,Neblina,16°,11 km/h,59%,1029 hPa,8°
21-febrero-2025,21:46,Neblina,16°,15 km/h,59%,1031 hPa,8°
21-febrero-2025,21:54,Lluvia ligera,16°,19 km/h,63%,1031 hPa,9°
21-febrero-2025,22:32,Lluvia ligera,14°,11 km/h,72%,1031 hPa,9°
21-febrero-2025,23:54,Lluvia,13°,7 km/h,82%,1032 hPa,10°
22-febrero-2025,05:46,Neblina,11°,9 km/h,87%,1030 hPa,9°
22-febrero-2025,06:45,Neblina,10°,7 km/h,87%,1031 hPa,8°
22-febrero-2025,07:47,Neblina,12°,7 km/h,82%,1031 hPa,9°
22-febrero-2025,11:42,Neblina,20°,7 km/h,49%,1031 hPa,9°
22-febrero-2025,11:46,Neblina,21°,7 km/h,43%,1031 hPa,8°
22-febrero-2025,13:47,Neblina,23°,En calma,31%,1028 hPa,5°
22-febrero-2025,16:12,Lluvia prÃ³xima,22°,9 km/h,31%,1027 hPa,4°
22-febrero-2025,16:31,Lluvia ligera,22°,15 km/h,33%,1027 hPa,5°
22-febrero-2025,16:46,Lluvia ligera,20°,22 km/h,37%,1027 hPa,5°
22-febrero-2025,16:50,Lluvia ligera,20°,15 km/h,37%,1027 hPa,5°
22-febrero-2025,17:15,Lluvia prÃ³xima,20°,15 km/h,37%,1026 hPa,5°
22-febrero-2025,17:22,Neblina,20°,15 km/h,37%,1027 hPa,5°
22-febrero-2025,17:45,Neblina,21°,11 km/h,35%,1027 hPa,5°
22-febrero-2025,18:10,Neblina,19°,30 km/h,46%,1027 hPa,7°
22-febrero-2025,18:45,Neblina,18°,28 km/h,52%,1027 hPa,8°
22-febrero-2025,19:27,Neblina,18°,26 km/h,49%,1028 hPa,7°
22-febrero-2025,19:45,Neblina,18°,15 km/h,52%,1029 hPa,8°
22-febrero-2025,19:57,Lluvia ligera,18°,26 km/h,49%,1029 hPa,7°
22-febrero-2025,20:20,Lluvia ligera,16°,28 km/h,63%,1030 hPa,9°
22-febrero-2025,20:46,Neblina,16°,15 km/h,59%,1030 hPa,8°
22-febrero-2025,20:50,Neblina,16°,15 km/h,59%,1030 hPa,8°
22-febrero-2025,21:45,Mayormente cubierto,16°,7 km/h,63%,1030 hPa,9°
22-febrero-2025,22:41,Parcialmente cubierto,14°,En calma,72%,1030 hPa,9°
22-febrero-2025,22:45,Parcialmente cubierto,14°,En calma,77%,1031 hPa,10°
22-febrero-2025,23:49,Despejado,14°,9 km/h,72%,1031 hPa,9°
23-febrero-2025,00:46,Despejado,14°,En calma,72%,1030 hPa,9°
23-febrero-2025,02:49,Despejado,12°,En calma,82%,1029 hPa,9°
23-febrero-2025,03:41,Neblina,10°,6 km/h,87%,1029 hPa,8°
23-febrero-2025,05:53,Neblina,10°,En calma,87%,1029 hPa,8°
23-febrero-2025,06:46,Neblina,10°,En calma,87%,1029 hPa,8°
23-febrero-2025,07:54,Neblina,14°,En calma,77%,1030 hPa,10°
23-febrero-2025,09:50,Neblina,18°,7 km/h,56%,1031 hPa,9°
23-febrero-2025,10:38,Neblina,20°,19 km/h,49%,1030 hPa,9°
23-febrero-2025,10:51,Neblina,21°,7 km/h,46%,1030 hPa,9°
23-febrero-2025,11:55,Neblina,22°,7 km/h,38%,1029 hPa,7°
23-febrero-2025,12:52,Neblina,23°,15 km/h,33%,1028 hPa,6°
23-febrero-2025,13:49,Neblina,24°,7 km/h,29%,1026 hPa,5°
23-febrero-2025,14:45,Neblina,24°,11 km/h,29%,1025 hPa,5°
23-febrero-2025,15:45,Neblina,25°,11 km/h,28%,1025 hPa,5°
23-febrero-2025,16:45,Neblina,24°,9 km/h,27%,1024 hPa,4°
23-febrero-2025,17:50,Neblina,23°,9 km/h,29%,1025 hPa,4°
23-febrero-2025,18:45,Neblina,22°,7 km/h,33%,1025 hPa,5°
23-febrero-2025,21:45,Nubes dispersas,20°,13 km/h,43%,1028 hPa,7°
24-febrero-2025,00:45,Despejado,16°,En calma,59%,1028 hPa,8°
24-febrero-2025,05:46,Parcialmente cubierto,12°,4 km/h,62%,1026 hPa,5°
24-febrero-2025,09:47,Neblina,18°,7 km/h,45%,1029 hPa,6°
24-febrero-2025,09:53,Neblina,19°,7 km/h,43%,1029 hPa,6°
24-febrero-2025,11:56,Neblina,21°,11 km/h,23%,1028 hPa,-1°
24-febrero-2025,12:24,Neblina,23°,19 km/h,17%,1028 hPa,-3°
24-febrero-2025,12:51,Neblina,23°,11 km/h,19%,1027 hPa,-2°
24-febrero-2025,13:48,Nubes dispersas,23°,11 km/h,19%,1026 hPa,-2°
24-febrero-2025,14:45,Parcialmente cubierto,24°,15 km/h,16%,1025 hPa,-3°
24-febrero-2025,15:00,Parcialmente cubierto,24°,41 km/h,18%,1025 hPa,-2°
24-febrero-2025,16:45,Mayormente cubierto,24°,19 km/h,18%,1024 hPa,-2°
24-febrero-2025,17:50,Mayormente cubierto,23°,22 km/h,17%,1025 hPa,-3°
24-febrero-2025,18:50,Mayormente cubierto,22°,11 km/h,19%,1025 hPa,-3°
24-febrero-2025,19:50,Parcialmente cubierto,21°,11 km/h,16%,1026 hPa,-6°
24-febrero-2025,20:45,Parcialmente cubierto,20°,15 km/h,17%,1027 hPa,-6°
24-febrero-2025,21:29,Mayormente cubierto,18°,9 km/h,24%,1027 hPa,-3°
24-febrero-2025,21:45,Mayormente cubierto,18°,11 km/h,24%,1027 hPa,-3°
24-febrero-2025,22:58,Mayormente cubierto,17°,9 km/h,27%,1028 hPa,-2°
24-febrero-2025,23:47,Nubes dispersas,16°,7 km/h,29%,1028 hPa,-2°
25-febrero-2025,01:42,Despejado,13°,11 km/h,41%,1027 hPa,0°
25-febrero-2025,01:45,Despejado,11°,11 km/h,47%,1027 hPa,0°
25-febrero-2025,02:42,Despejado,9°,9 km/h,53%,1026 hPa,0°
25-febrero-2025,02:45,Despejado,9°,9 km/h,53%,1026 hPa,0°
25-febrero-2025,05:46,Despejado,6°,6 km/h,56%,1026 hPa,-2°
25-febrero-2025,05:48,Despejado,6°,9 km/h,61%,1026 hPa,-1°
25-febrero-2025,06:45,Neblina,5°,13 km/h,65%,1027 hPa,-1°
25-febrero-2025,07:52,Despejado,8°,7 km/h,53%,1028 hPa,-1°
25-febrero-2025,09:45,Neblina,16°,En calma,29%,1029 hPa,-2°
25-febrero-2025,10:21,Neblina,18°,En calma,26%,1029 hPa,-2°
25-febrero-2025,10:54,Neblina,19°,7 km/h,22%,1028 hPa,-3°
25-febrero-2025,11:35,Neblina,21°,7 km/h,17%,1027 hPa,-5°
25-febrero-2025,11:55,Neblina,22°,7 km/h,16%,1027 hPa,-5°
25-febrero-2025,13:38,Neblina,25°,11 km/h,8%,1025 hPa,-11°
25-febrero-2025,14:50,Neblina,25°,11 km/h,4%,1023 hPa,-19°
25-febrero-2025,15:46,Neblina,26°,11 km/h,4%,1022 hPa,-19°
25-febrero-2025,16:52,Neblina,26°,15 km/h,4%,1022 hPa,-19°
25-febrero-2025,17:46,Despejado,25°,11 km/h,4%,1022 hPa,-19°
25-febrero-2025,18:39,Neblina,23°,11 km/h,4%,1022 hPa,-20°
25-febrero-2025,18:55,Neblina,22°,11 km/h,4%,1023 hPa,-22°
25-febrero-2025,19:51,Despejado,21°,En calma,33%,1024 hPa,4°
25-febrero-2025,20:51,Despejado,19°,13 km/h,32%,1025 hPa,2°
25-febrero-2025,20:53,Despejado,19°,15 km/h,32%,1025 hPa,2°
25-febrero-2025,22:55,Despejado,17°,En calma,17%,1027 hPa,-8°
26-febrero-2025,05:45,Despejado,8°,11 km/h,46%,1025 hPa,-3°
26-febrero-2025,08:14,Despejado,12°,7 km/h,38%,1027 hPa,-2°
26-febrero-2025,08:45,Neblina,14°,7 km/h,36%,1027 hPa,-1°
26-febrero-2025,09:01,Neblina,16°,7 km/h,34%,1027 hPa,0°
26-febrero-2025,10:10,Neblina,20°,4 km/h,32%,1028 hPa,3°
26-febrero-2025,11:20,Neblina,23°,7 km/h,27%,1027 hPa,3°
26-febrero-2025,11:45,Neblina,24°,4 km/h,24%,1026 hPa,2°
26-febrero-2025,12:45,Tormenta de polvo,25°,7 km/h,14%,1025 hPa,-4°
26-febrero-2025,14:53,Neblina,27°,7 km/h,18%,1022 hPa,1°
26-febrero-2025,15:46,Neblina,27°,15 km/h,20%,1022 hPa,2°
26-febrero-2025,16:46,Neblina,26°,7 km/h,23%,1021 hPa,3°
26-febrero-2025,17:45,Neblina,24°,19 km/h,34%,1022 hPa,7°
26-febrero-2025,17:56,Neblina,23°,22 km/h,36%,1022 hPa,7°
26-febrero-2025,18:51,Neblina,22°,19 km/h,41%,1023 hPa,8°
26-febrero-2025,20:52,Despejado,20°,15 km/h,43%,1025 hPa,7°
26-febrero-2025,21:46,Despejado,20°,9 km/h,43%,1025 hPa,7°
26-febrero-2025,22:47,Despejado,19°,En calma,46%,1026 hPa,7°
26-febrero-2025,23:52,Parcialmente cubierto,19°,En calma,46%,1026 hPa,7°
27-febrero-2025,00:46,Nubes dispersas,18°,7 km/h,49%,1026 hPa,7°
27-febrero-2025,02:45,Despejado,17°,En calma,52%,1025 hPa,7°
27-febrero-2025,04:46,Despejado,14°,En calma,58%,1025 hPa,6°
27-febrero-2025,04:48,Despejado,14°,En calma,63%,1025 hPa,7°
27-febrero-2025,05:49,Neblina,12°,11 km/h,62%,1026 hPa,5°
27-febrero-2025,06:45,Neblina,12°,6 km/h,67%,1026 hPa,6°
27-febrero-2025,08:13,Neblina,16°,6 km/h,51%,1027 hPa,6°
27-febrero-2025,09:20,Neblina,20°,En calma,43%,1028 hPa,7°
27-febrero-2025,11:38,Neblina,25°,15 km/h,30%,1027 hPa,6°
27-febrero-2025,12:47,Neblina,26°,7 km/h,17%,1026 hPa,-1°
27-febrero-2025,13:46,Neblina,27°,17 km/h,17%,1025 hPa,0°
27-febrero-2025,16:45,Neblina,27°,9 km/h,14%,1022 hPa,-3°
27-febrero-2025,17:45,Neblina,26°,19 km/h,18%,1022 hPa,0°
27-febrero-2025,18:40,Neblina,24°,28 km/h,34%,1022 hPa,7°
27-febrero-2025,18:45,Neblina,24°,28 km/h,34%,1022 hPa,7°
27-febrero-2025,20:10,Neblina,21°,26 km/h,43%,1025 hPa,8°
27-febrero-2025,20:45,Neblina,21°,11 km/h,38%,1025 hPa,6°
27-febrero-2025,21:26,Neblina,21°,19 km/h,35%,1026 hPa,5°
27-febrero-2025,22:14,Parcialmente cubierto,18°,22 km/h,42%,1027 hPa,5°
27-febrero-2025,23:28,Neblina,15°,9 km/h,63%,1028 hPa,8°
28-febrero-2025,05:43,Neblina,10°,9 km/h,76%,1026 hPa,6°
28-febrero-2025,05:50,Neblina,9°,7 km/h,81%,1026 hPa,6°
28-febrero-2025,07:45,Neblina,12°,11 km/h,71%,1028 hPa,7°
28-febrero-2025,08:45,Neblina,14°,6 km/h,63%,1029 hPa,7°
28-febrero-2025,09:21,Neblina,16°,En calma,59%,1029 hPa,8°
28-febrero-2025,11:28,Neblina,21°,6 km/h,40%,1028 hPa,7°
